uid expr treatment rep update orgs_killed
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 11500 2358
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 11600 2417
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 11700 2281
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 11800 2403
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 11900 2080
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12000 2389
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12100 2284
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12200 2216
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12300 2214
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12400 2453
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12500 2030
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12600 2302
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12700 2091
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12800 2157
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12900 2048
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13000 2206
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13100 2075
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13200 2340
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13300 2206
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13400 2437
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13500 2328
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13600 2368
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13700 2475
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13800 2517
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13900 2234
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14000 2443
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14100 2259
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14200 2322
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14300 2359
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14400 2089
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14500 2435
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14600 2082
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14700 2387
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14800 2332
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14900 1994
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15000 2274
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15100 2337
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15200 2378
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15300 2284
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15400 2167
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15500 2281
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15600 2433
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15700 2422
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15800 2394
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15900 2317
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16000 2379
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16100 2494
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16200 2331
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16300 2436
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16400 2267
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16500 2370
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16600 2143
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16700 2430
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16800 2450
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16900 2439
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17000 2217
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17100 2093
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17200 2132
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17300 2145
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17400 2161
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17500 2282
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17600 2034
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17700 2217
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17800 2229
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 17900 2401
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18000 2418
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18100 2337
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18200 2261
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18300 2246
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18400 2571
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18500 2089
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18600 2258
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18700 2311
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18800 2399
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 18900 2103
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19000 2252
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19100 2144
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19200 1844
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19300 2281
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19400 1903
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19500 2221
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19600 2311
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19700 2419
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19800 2240
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 19900 2337
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20000 2237
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20100 2112
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20200 2151
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20300 2483
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20400 2542
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20500 2258
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20600 2251
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20700 2683
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20800 2263
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 20900 2213
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21000 2226
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21100 2400
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21200 2293
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21300 2268
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21400 2404
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21500 2350
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21600 2494
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21700 2225
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21800 2297
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 21900 2338
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22000 2304
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22100 2144
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22200 2395
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22300 2182
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22400 2091
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22500 2139
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22600 2223
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22700 2460
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22800 2450
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22900 2194
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23000 2175
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23100 2262
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23200 2345
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23300 2206
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23400 2515
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23500 2265
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23600 2151
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23700 2250
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23800 1985
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23900 2434
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24000 2400
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24100 2394
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24200 2336
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24300 2344
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24400 2580
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24500 2419
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24600 2311
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24700 2461
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24800 2349
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24900 2168
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25000 2054
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25100 2239
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25200 2266
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25300 2155
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25400 2113
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25500 2159
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25600 2253
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25700 2573
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25800 2428
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25900 2194
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26000 2201
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26100 2117
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26200 2392
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26300 2086
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26400 2208
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26500 1923
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26600 2171
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26700 2225
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26800 2095
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26900 1992
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27000 2509
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27100 1937
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27200 1995
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27300 2262
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27400 2186
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27500 2311
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27600 2274
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27700 2183
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27800 2575
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27900 2167
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28000 2110
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28100 2258
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28200 2235
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28300 2425
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28400 2289
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28500 2305
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28600 2479
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28700 2538
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28800 2279
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28900 2092
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29000 2545
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29100 2403
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29200 2086
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29300 2121
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29400 2344
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29500 2434
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29600 2290
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29700 2216
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29800 2502
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29900 2437
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 30000 2384
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 0 0
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 100 0
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 200 25
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 300 83
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 400 651
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 500 1850
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 600 3040
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 700 4331
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 800 5099
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 900 5520
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1000 5730
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1100 5716
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1200 5657
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1300 5219
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1400 4880
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1500 4844
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1600 4773
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1700 4721
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1800 4662
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 1900 4347
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2000 4110
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2100 4040
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2200 3811
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2300 3825
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2400 3518
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2500 3478
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2600 3395
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2700 3286
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2800 3234
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 2900 3404
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3000 3167
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3100 2871
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3200 2890
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3300 2847
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3400 2776
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3500 2706
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3600 2660
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3700 2709
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3800 2917
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 3900 2767
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4000 2903
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4100 2882
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4200 2904
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4300 2589
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4400 2655
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4500 2751
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4600 2747
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4700 2672
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4800 2861
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 4900 2733
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5000 2573
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5100 2530
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5200 2381
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5300 2702
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5400 2519
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5500 2463
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5600 2572
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5700 2750
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5800 2445
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 5900 2680
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6000 2844
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6100 2718
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6200 2645
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6300 2700
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6400 2748
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6500 2763
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6600 3086
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6700 2536
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6800 2795
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 6900 2752
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7000 2837
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7100 2734
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7200 2736
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7300 2437
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7400 2533
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7500 2805
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7600 2847
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7700 2726
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7800 2603
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 7900 2495
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8000 2744
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8100 2694
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8200 2681
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8300 2631
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8400 2846
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8500 2824
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8600 2940
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8700 2580
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8800 2620
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 8900 2500
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9000 2730
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9100 2518
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9200 2822
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9300 2773
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9400 2642
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9500 2683
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9600 2732
reg_test_evolve_wreg_52 reg_test evolve_wreg 52 9700 2995
